Observatory,Data_year,agglomeration,Zone_complementaire,Type_habitat,epoque_construction_homogene,anciennete_locataire_homogene,nombre_pieces_homogene,loyer_1_decile,loyer_1_quartile,loyer_median,loyer_3_quartile,loyer_9_decile,loyer_moyen,loyer_mensuel_1_decile,loyer_mensuel_1_quartile,loyer_mensuel_median,loyer_mensuel_3_quartile,loyer_mensuel_9_decile,moyenne_loyer_mensuel,surface_moyenne,nombre_observations,nombre_logements,methodologie_production
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,,,Maison 1-3P,72,83,97,110,125,94,452,530,608,680,713,607,65,151,1403,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,,,Maison 4P+,65,75,82,93,106,83,670,727,814,1000,1250,902,108,621,4915,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,,1. Moins de 1 an,,74,81,92,104,119,92,577,700,825,1150,1512,948,102,164,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,,1. Moins de 1 an,Maison 1-3P,,,,,,,,,,,,,,35,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,,1. Moins de 1 an,Maison 4P+,72,80,92,103,115,91,700,777,970,1270,1600,1054,116,129,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,,2. 1 an et plus,,67,75,82,95,110,82,576,670,754,901,1111,802,97,608,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,,2. 1 an et plus,Maison 1-3P,70,82,96,110,116,92,440,539,617,680,700,606,66,116,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,,2. 1 an et plus,Maison 4P+,63,74,81,88,101,81,640,712,800,950,1185,856,106,492,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,1. Avant 1946,,,54,70,74,104,128,82,520,587,700,770,976,747,91,75,703,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,1. Avant 1946,,Maison 1-3P,,,,,,,,,,,,,,26,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,1. Avant 1946,,Maison 4P+,,,,,,,,,,,,,,49,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,1. Avant 1946,1. Moins de 1 an,,,,,,,,,,,,,,,15,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,1. Avant 1946,2. 1 an et plus,,67,70,80,106,121,84,526,597,700,770,976,738,88,60,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,2. Entre 1946-1970,,,,,,,,,,,,,,,,46,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,2. Entre 1946-1970,,Maison 1-3P,,,,,,,,,,,,,,11,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,2. Entre 1946-1970,,Maison 4P+,,,,,,,,,,,,,,35,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,2. Entre 1946-1970,1. Moins de 1 an,,,,,,,,,,,,,,,8,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,2. Entre 1946-1970,2. 1 an et plus,,,,,,,,,,,,,,,38,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,3. Entre 1971-1990,,,61,70,83,94,109,81,500,630,700,910,1250,784,97,110,1277,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,3. Entre 1971-1990,,Maison 1-3P,,,,,,,,,,,,,,25,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,3. Entre 1971-1990,,Maison 4P+,61,70,81,90,112,79,527,680,780,977,1250,836,105,85,988,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,3. Entre 1971-1990,1. Moins de 1 an,,,,,,,,,,,,,,,24,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,3. Entre 1971-1990,2. 1 an et plus,,61,70,82,90,101,78,495,630,700,850,1064,758,97,86,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,4. Entre 1991-2005,,,72,77,84,99,111,86,600,675,760,930,1150,813,95,236,1958,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,4. Entre 1991-2005,,Maison 1-3P,72,77,97,110,112,93,469,550,650,680,690,613,66,51,400,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,4. Entre 1991-2005,,Maison 4P+,72,77,81,95,106,84,675,740,810,981,1202,879,104,185,1558,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,4. Entre 1991-2005,1. Moins de 1 an,,,,,,,,,,,,,,,47,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,4. Entre 1991-2005,2. 1 an et plus,,72,76,81,93,109,83,600,670,750,887,1013,792,96,189,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,5. Après 2005,,,72,80,85,96,104,87,651,727,814,1000,1386,919,106,305,1761,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,5. Après 2005,,Maison 1-3P,,,,,,,,,,,,,,38,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,5. Après 2005,,Maison 4P+,70,78,84,93,102,85,682,758,866,1050,1481,959,112,267,1519,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,5. Après 2005,1. Moins de 1 an,,80,85,92,103,124,94,660,750,900,1400,1600,1063,113,70,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Maison,5. Après 2005,2. 1 an et plus,,68,77,83,92,99,83,621,727,800,947,1151,861,103,235,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,,,,80,89,100,113,135,98,344,414,487,580,690,510,52,2909,11173,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,,,Appart 1P,100,112,130,153,170,130,288,305,341,380,450,355,27,449,1699,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,,,Appart 2P,87,95,105,114,125,104,375,406,442,480,520,445,43,1317,4685,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,,,Appart 3P,77,85,93,99,110,93,498,530,575,635,713,595,64,944,3662,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,,,Appart 4P+,67,75,83,90,100,84,537,604,700,850,975,740,88,199,1126,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,,1. Moins de 1 an,,87,95,106,123,150,105,345,412,500,613,770,533,51,801,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,,1. Moins de 1 an,Appart 1P,100,121,138,158,176,137,290,308,353,387,450,357,26,180,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,,1. Moins de 1 an,Appart 2P,92,100,111,122,139,111,382,425,467,510,560,469,42,334,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,,1. Moins de 1 an,Appart 3P,87,93,98,105,114,100,540,570,620,685,850,651,65,235,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,,1. Moins de 1 an,Appart 4P+,73,81,88,96,101,88,509,640,750,880,900,774,88,52,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,,2. 1 an et plus,,77,87,97,109,123,95,343,414,479,561,663,498,53,2108,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,,2. 1 an et plus,Appart 1P,100,109,122,145,167,125,280,303,335,377,460,352,28,269,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,,2. 1 an et plus,Appart 2P,85,93,102,110,119,101,370,400,434,461,500,433,43,983,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,,2. 1 an et plus,Appart 3P,75,83,91,98,107,90,485,520,555,607,700,572,64,709,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,,2. 1 an et plus,Appart 4P+,66,72,82,87,99,82,537,589,677,771,982,716,88,147,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,1. Avant 1946,,,79,90,108,130,153,103,330,370,463,600,850,524,51,225,844,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,1. Avant 1946,,Appart 1P,109,118,132,168,266,143,263,318,350,390,505,368,26,56,147,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,1. Avant 1946,,Appart 2P,86,96,110,130,144,110,349,370,420,491,520,430,39,88,296,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,1. Avant 1946,,Appart 3P,64,80,98,99,114,94,384,494,613,713,850,626,67,54,241,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,1. Avant 1946,,Appart 4P+,,,,,,,,,,,,,,27,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,1. Avant 1946,1. Moins de 1 an,,86,91,114,133,161,109,360,382,480,690,880,557,51,62,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,1. Avant 1946,2. 1 an et plus,,71,88,105,123,135,99,320,360,457,557,713,501,50,163,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,2. Entre 1946-1970,,,78,83,91,109,120,92,400,453,522,608,750,547,59,120,981,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,2. Entre 1946-1970,,Appart 1P,,,,,,,,,,,,,,10,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,2. Entre 1946-1970,,Appart 2P,,,,,,,,,,,,,,49,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,2. Entre 1946-1970,,Appart 3P,,,,,,,,,,,,,,43,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,2. Entre 1946-1970,,Appart 4P+,,,,,,,,,,,,,,18,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,2. Entre 1946-1970,1. Moins de 1 an,,,,,,,,,,,,,,,34,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,2. Entre 1946-1970,2. 1 an et plus,,75,82,89,98,111,88,372,427,500,574,742,519,59,86,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,3. Entre 1971-1990,,,72,84,97,111,127,93,335,400,497,599,718,512,55,402,2553,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,3. Entre 1971-1990,,Appart 1P,96,101,122,140,156,118,296,330,356,400,430,364,31,114,628,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,3. Entre 1971-1990,,Appart 2P,76,87,100,112,120,97,320,390,435,494,560,441,45,140,903,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,3. Entre 1971-1990,,Appart 3P,68,80,92,103,117,91,485,523,574,650,823,599,66,100,683,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,3. Entre 1971-1990,,Appart 4P+,,,,,,,,,,,,,,48,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,3. Entre 1971-1990,1. Moins de 1 an,,88,96,101,123,142,104,335,400,542,660,850,557,53,116,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,3. Entre 1971-1990,2. 1 an et plus,,68,79,92,106,120,88,335,400,477,554,650,489,55,286,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,4. Entre 1991-2005,,,82,92,105,118,145,101,314,400,475,555,660,491,49,763,3507,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,4. Entre 1991-2005,,Appart 1P,113,121,146,154,167,136,285,300,310,370,400,336,25,173,505,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,4. Entre 1991-2005,,Appart 2P,89,98,106,117,124,106,385,410,441,490,528,448,42,312,1588,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,4. Entre 1991-2005,,Appart 3P,78,84,93,104,113,94,500,525,566,626,715,594,63,227,1145,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,4. Entre 1991-2005,,Appart 4P+,58,75,81,89,102,81,467,582,678,799,930,722,89,51,269,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,4. Entre 1991-2005,1. Moins de 1 an,,93,102,114,139,158,110,300,370,470,560,655,488,44,212,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,4. Entre 1991-2005,2. 1 an et plus,,81,88,100,113,127,97,330,405,480,555,664,493,51,551,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,5. Après 2005,,,84,91,97,106,117,97,390,438,492,584,650,515,53,1399,3287,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,5. Après 2005,,Appart 1P,99,101,110,127,170,118,300,318,342,390,550,371,31,96,235,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,5. Après 2005,,Appart 2P,90,97,103,110,122,104,390,422,447,467,500,449,43,728,1610,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,5. Après 2005,,Appart 3P,81,88,93,97,104,92,514,546,575,615,671,586,63,520,1258,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,5. Après 2005,,Appart 4P+,81,82,85,89,99,88,635,647,687,762,998,740,85,55,184,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,5. Après 2005,1. Moins de 1 an,,88,94,100,111,123,101,390,450,525,615,687,534,53,377,,Estimation directe
B5600,2022,Golfe du Morbihan - Vannes Agglomération,,Appartement,5. Après 2005,2. 1 an et plus,,82,89,96,105,113,95,390,433,478,570,630,505,53,1022,,Estimation directe
B5600,2022,Lorient Agglomération,,,,,,67,77,90,106,123,86,380,442,536,676,830,579,67,3107,18953,Estimation directe
B5600,2022,Lorient Agglomération,,,,,Maison 1-3P,53,77,94,112,126,89,427,464,520,606,687,544,61,174,1595,Estimation directe
B5600,2022,Lorient Agglomération,,,,,Ensemble 4P+,60,68,78,90,100,77,550,637,740,870,1070,774,100,765,6003,Estimation directe
B5600,2022,Lorient Agglomération,,,,,Maison 4P+,59,68,80,91,100,78,600,700,800,903,1168,830,107,404,3974,Estimation directe
B5600,2022,Lorient Agglomération,,,,,Appart 1P,101,115,130,154,180,130,300,313,340,378,400,347,27,276,1374,Estimation directe
B5600,2022,Lorient Agglomération,,,,,Appart 2P,83,92,103,115,129,102,366,400,440,480,530,444,43,1035,5033,Estimation directe
B5600,2022,Lorient Agglomération,,,,,Appart 3P,71,77,87,96,103,87,450,500,550,597,670,558,64,857,4948,Estimation directe
B5600,2022,Lorient Agglomération,,,,,Appart 4P+,61,68,76,85,98,77,500,559,640,710,860,664,87,361,2029,Estimation directe
B5600,2022,Lorient Agglomération,,,,,Ensemble 1P,100,115,130,154,182,129,300,315,340,380,400,348,27,279,1420,Estimation directe
B5600,2022,Lorient Agglomération,,,,,Ensemble 2P,82,92,103,116,129,102,365,400,440,484,530,446,44,1075,5358,Estimation directe
B5600,2022,Lorient Agglomération,,,,,Ensemble 3P,69,77,88,98,110,87,450,500,550,600,680,559,64,988,6172,Estimation directe
B5600,2022,Lorient Agglomération,,,,1. Moins de 1 an,,71,82,96,112,136,91,364,445,550,700,880,595,66,742,,Estimation directe
B5600,2022,Lorient Agglomération,,,,1. Moins de 1 an,Ensemble 4P+,63,70,82,95,105,80,560,660,800,910,1100,802,100,161,,Estimation directe
B5600,2022,Lorient Agglomération,,,,1. Moins de 1 an,Ensemble 1P,106,120,133,178,184,136,300,320,350,390,430,358,26,103,,Estimation directe
B5600,2022,Lorient Agglomération,,,,1. Moins de 1 an,Ensemble 2P,89,98,108,121,142,110,380,420,450,500,545,459,42,255,,Estimation directe
B5600,2022,Lorient Agglomération,,,,1. Moins de 1 an,Ensemble 3P,74,81,92,100,105,90,455,520,560,635,703,581,64,223,,Estimation directe
B5600,2022,Lorient Agglomération,,,,2. 1 an et plus,,67,76,88,104,119,85,387,442,530,653,820,573,68,2365,,Estimation directe
B5600,2022,Lorient Agglomération,,,,2. 1 an et plus,Ensemble 4P+,59,68,77,87,99,76,550,616,717,860,1026,762,100,604,,Estimation directe
B5600,2022,Lorient Agglomération,,,,2. 1 an et plus,Ensemble 1P,97,109,126,142,160,124,300,310,333,367,400,340,27,176,,Estimation directe
B5600,2022,Lorient Agglomération,,,,2. 1 an et plus,Ensemble 2P,80,90,100,113,124,100,360,400,440,480,520,441,44,820,,Estimation directe
B5600,2022,Lorient Agglomération,,,,2. 1 an et plus,Ensemble 3P,68,76,86,97,110,85,450,491,545,596,665,551,64,765,,Estimation directe
B5600,2022,Lorient Agglomération,,,1. Avant 1946,,,61,74,89,111,135,83,350,420,510,636,780,537,64,339,1638,Estimation directe
B5600,2022,Lorient Agglomération,,,1. Avant 1946,,Ensemble 4P+,50,63,69,84,97,73,600,650,690,800,857,720,99,57,578,Estimation directe
B5600,2022,Lorient Agglomération,,,1. Avant 1946,,Ensemble 1P,,,,,,,,,,,,,,46,,Estimation directe
B5600,2022,Lorient Agglomération,,,1. Avant 1946,,Ensemble 2P,79,90,107,122,136,104,350,380,425,502,520,442,43,139,420,Estimation directe
B5600,2022,Lorient Agglomération,,,1. Avant 1946,,Ensemble 3P,50,74,79,92,111,78,459,470,514,590,650,533,68,97,510,Estimation directe
B5600,2022,Lorient Agglomération,,,1. Avant 1946,1. Moins de 1 an,,63,79,90,122,176,86,330,410,530,690,805,548,63,103,,Estimation directe
B5600,2022,Lorient Agglomération,,,1. Avant 1946,2. 1 an et plus,,53,70,86,110,124,82,360,425,500,620,702,532,65,236,,Estimation directe
B5600,2022,Lorient Agglomération,,,2. Entre 1946-1970,,,68,77,90,105,121,86,380,435,515,623,780,555,64,965,5757,Estimation directe
B5600,2022,Lorient Agglomération,,,2. Entre 1946-1970,,Ensemble 4P+,60,68,76,85,98,75,522,585,695,813,980,731,97,257,1625,Estimation directe
B5600,2022,Lorient Agglomération,,,2. Entre 1946-1970,,Ensemble 1P,105,114,122,140,160,124,319,335,370,400,430,368,30,83,500,Estimation directe
B5600,2022,Lorient Agglomération,,,2. Entre 1946-1970,,Ensemble 2P,82,92,100,113,123,101,370,400,439,470,505,439,44,289,1516,Estimation directe
B5600,2022,Lorient Agglomération,,,2. Entre 1946-1970,,Ensemble 3P,69,77,86,98,107,87,439,490,536,596,690,558,64,336,2116,Estimation directe
B5600,2022,Lorient Agglomération,,,2. Entre 1946-1970,1. Moins de 1 an,,71,82,95,109,127,92,375,450,530,675,880,577,63,252,,Estimation directe
B5600,2022,Lorient Agglomération,,,2. Entre 1946-1970,2. 1 an et plus,,68,75,87,103,120,84,381,430,502,600,750,545,65,713,,Estimation directe
B5600,2022,Lorient Agglomération,,,3. Entre 1971-1990,,,63,71,86,101,130,83,387,450,550,687,900,600,73,519,4697,Estimation directe
B5600,2022,Lorient Agglomération,,,3. Entre 1971-1990,,Ensemble 4P+,57,63,71,82,93,74,506,603,726,900,1150,782,106,176,1675,Estimation directe
B5600,2022,Lorient Agglomération,,,3. Entre 1971-1990,,Ensemble 1P,102,116,140,184,184,138,300,318,347,350,390,341,25,65,367,Estimation directe
B5600,2022,Lorient Agglomération,,,3. Entre 1971-1990,,Ensemble 2P,79,90,99,116,131,101,390,413,440,490,530,452,45,152,1237,Estimation directe
B5600,2022,Lorient Agglomération,,,3. Entre 1971-1990,,Ensemble 3P,67,76,87,96,104,85,450,500,550,596,646,546,64,126,1417,Estimation directe
B5600,2022,Lorient Agglomération,,,3. Entre 1971-1990,1. Moins de 1 an,,70,83,96,116,148,92,350,450,550,680,950,603,65,123,,Estimation directe
B5600,2022,Lorient Agglomération,,,3. Entre 1971-1990,2. 1 an et plus,,62,70,81,96,118,79,398,450,545,700,900,598,75,396,,Estimation directe
B5600,2022,Lorient Agglomération,,,4. Entre 1991-2005,,,72,80,95,109,125,90,350,457,585,760,882,619,69,387,3039,Estimation directe
B5600,2022,Lorient Agglomération,,,4. Entre 1991-2005,,Ensemble 4P+,68,76,83,97,107,83,680,716,800,882,1000,818,99,102,979,Estimation directe
B5600,2022,Lorient Agglomération,,,4. Entre 1991-2005,,Ensemble 1P,,,,,,,,,,,,,,39,,Estimation directe
B5600,2022,Lorient Agglomération,,,4. Entre 1991-2005,,Ensemble 2P,80,88,102,116,125,101,369,405,440,500,545,451,45,120,859,Estimation directe
B5600,2022,Lorient Agglomération,,,4. Entre 1991-2005,,Ensemble 3P,75,83,95,106,110,93,492,533,564,643,661,582,63,126,949,Estimation directe
B5600,2022,Lorient Agglomération,,,4. Entre 1991-2005,1. Moins de 1 an,,76,88,98,114,133,94,410,470,650,800,980,650,69,77,,Estimation directe
B5600,2022,Lorient Agglomération,,,4. Entre 1991-2005,2. 1 an et plus,,71,79,91,108,124,88,350,457,561,704,870,604,69,310,,Estimation directe
B5600,2022,Lorient Agglomération,,,5. Après 2005,,,75,85,93,103,115,90,414,465,571,711,870,617,68,897,3822,Estimation directe
B5600,2022,Lorient Agglomération,,,5. Après 2005,,Ensemble 4P+,66,77,87,94,101,83,580,700,800,900,1200,830,100,173,1145,Estimation directe
B5600,2022,Lorient Agglomération,,,5. Après 2005,,Ensemble 1P,,,,,,,,,,,,,,46,,Estimation directe
B5600,2022,Lorient Agglomération,,,5. Après 2005,,Ensemble 2P,89,96,104,113,124,105,388,420,450,484,525,453,43,375,1325,Estimation directe
B5600,2022,Lorient Agglomération,,,5. Après 2005,,Ensemble 3P,75,85,91,100,108,92,450,525,574,618,674,580,63,303,1180,Estimation directe
B5600,2022,Lorient Agglomération,,,5. Après 2005,1. Moins de 1 an,,74,86,97,104,131,89,415,450,550,786,1000,629,71,187,,Estimation directe
B5600,2022,Lorient Agglomération,,,5. Après 2005,2. 1 an et plus,,75,84,92,103,113,91,414,480,574,710,845,613,68,710,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,,,,59,69,82,96,110,80,470,585,729,860,1026,748,94,578,5569,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,,,Maison 1-3P,53,77,94,112,126,89,427,464,520,606,687,544,61,174,1595,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,,,Maison 4P+,59,68,80,91,100,78,600,700,800,903,1168,830,107,404,3974,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,,1. Moins de 1 an,,63,74,88,99,108,82,524,637,800,910,1065,790,96,132,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,,1. Moins de 1 an,Maison 1-3P,,,,,,,,,,,,,,42,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,,1. Moins de 1 an,Maison 4P+,60,71,85,98,105,80,600,740,800,980,1100,839,105,90,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,,2. 1 an et plus,,58,69,80,95,111,79,467,570,700,845,1014,732,93,446,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,,2. 1 an et plus,Maison 1-3P,53,77,92,111,124,87,424,460,515,590,687,536,61,132,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,,2. 1 an et plus,Maison 4P+,59,68,78,89,99,76,600,681,790,900,1200,826,108,314,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,1. Avant 1946,,,50,68,79,95,117,78,459,480,600,718,819,617,79,86,784,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,1. Avant 1946,,Maison 1-3P,,,,,,,,,,,,,,49,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,1. Avant 1946,,Maison 4P+,,,,,,,,,,,,,,37,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,1. Avant 1946,1. Moins de 1 an,,,,,,,,,,,,,,,24,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,1. Avant 1946,2. 1 an et plus,,50,68,77,98,124,77,459,470,520,680,790,590,77,62,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,2. Entre 1946-1970,,,60,69,79,100,123,79,465,600,730,890,1200,780,99,114,1106,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,2. Entre 1946-1970,,Maison 1-3P,,,,,,,,,,,,,,34,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,2. Entre 1946-1970,,Maison 4P+,45,67,75,87,105,74,600,700,778,980,1200,854,115,80,745,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,2. Entre 1946-1970,1. Moins de 1 an,,,,,,,,,,,,,,,34,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,2. Entre 1946-1970,2. 1 an et plus,,60,67,75,103,123,77,500,600,730,873,1200,772,101,80,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,3. Entre 1971-1990,,,57,65,71,88,106,74,500,650,800,900,1150,802,108,100,1357,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,3. Entre 1971-1990,,Maison 1-3P,,,,,,,,,,,,,,17,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,3. Entre 1971-1990,,Maison 4P+,52,63,71,83,90,72,637,701,838,910,1150,836,116,83,1005,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,3. Entre 1971-1990,1. Moins de 1 an,,,,,,,,,,,,,,,17,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,3. Entre 1971-1990,2. 1 an et plus,,51,67,74,87,106,74,500,650,828,900,1150,805,109,83,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,4. Entre 1991-2005,,,67,72,84,100,108,83,548,680,760,850,1000,774,93,113,1094,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,4. Entre 1991-2005,,Maison 1-3P,,,,,,,,,,,,,,31,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,4. Entre 1991-2005,,Maison 4P+,68,72,83,96,107,82,680,727,800,926,1000,832,102,82,782,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,4. Entre 1991-2005,1. Moins de 1 an,,,,,,,,,,,,,,,24,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,4. Entre 1991-2005,2. 1 an et plus,,59,71,82,95,110,80,506,562,716,834,971,742,93,89,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,5. Après 2005,,,66,80,89,96,110,84,538,610,797,895,1200,793,94,165,1228,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,5. Après 2005,,Maison 1-3P,,,,,,,,,,,,,,43,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,5. Après 2005,,Maison 4P+,66,79,88,94,99,83,580,716,815,917,1200,851,103,122,985,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,5. Après 2005,1. Moins de 1 an,,,,,,,,,,,,,,,33,,Estimation directe
B5600,2022,Lorient Agglomération,,Maison,5. Après 2005,2. 1 an et plus,,71,81,89,94,110,86,574,618,765,851,1168,776,90,132,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,,,,71,81,94,109,128,91,355,420,500,574,676,509,56,2529,13384,Estimation directe
